R4 & DRAQ5+ & R3 & R2 & R1
Object Number	Diameter_Threshold(Morphology(M11, Ch11), Ch11, 80)
117440	7.7285877525112
117528	8.38729872491257
117678	11.4670517883284
117691	8.51292676765464
117849	9.13839492767799
117947	10.2481593465814
117968	7.53383497944593
118095	6.20480830831688
118113	9.72371336254679
118299	7.56196389489061
118484	8.19092761027546
118535	6.34020188506509
118708	11.1605411471759
118778	9.40554413305167
119121	9.91114094296032
119151	10.4600476724863
119184	9.08402235451325
119769	5.98417351232559
119928	11.4917121432367
120149	7.5525992301278
120183	8.81515776202711
120264	7.24654296864798
120312	8.19956327699682
120555	8.25976014484617
120726	7.94531914079701
120773	10.5005644710605
120931	10.0458960928612
120954	6.53803721647559
121089	8.74260378943872
121197	9.81066334950882
121527	9.91827896401016
121597	6.92697732506724
121628	10.0740359129483
121839	6.85508680799021
121843	9.635978816734
122315	6.93718658237601
122317	9.99646080328678
122336	10.0950893025014
122465	6.28414241244361
122478	8.75877883340551
122751	7.47725969839959
122869	7.71942522676164
122899	9.39048320404113
123103	8.47125776186397
123143	10.0106100825601
123332	9.77452818676612
123562	11.4361515656578
123601	8.91891602082638
123682	10.1927634849096
123699	8.83921007893425
123735	10.081058594814
123747	8.66127547489905
123902	6.29539424314114
123935	7.88272139125829
123960	6.35135440359652
124015	7.02840259440339
124065	7.42025307500346
124071	7.92748450744063
124149	9.12289297431504
124259	10.4193733213891
124284	10.5005644710605
124323	9.09180977330688
124646	7.91855212769413
124718	7.93640683385204
124743	11.6081334201651
124832	8.87117839333316
124845	7.94531914079701
125042	9.86820439041531
125116	9.47302199876582
125129	5.94858841873541
125136	7.4393038202847
125332	9.4130655609894
125438	5.84053240939511
125543	8.26832392127276
125628	7.56196389489061
125873	9.02148100943964
125907	9.88253730194914
125960	9.81787442240415
126078	7.81056681672877
126306	10.554344922567
126337	10.0176772278685
126578	6.80327134998826
126674	9.98229146830751
126876	9.21551355168183
127035	12.7305351467976
127036	11.7173602915072
127059	10.13706490685
127245	8.42098279108372
127328	10.3853563408755
127355	9.39048320404113
127437	7.94531914079701
128135	6.84475509630398
128167	9.24618090283981
128304	7.48671860123063
128313	10.3648925646558
128369	9.48048989271141
128432	8.97428898038545
128453	8.57917622415271
128617	7.18770673415722
128865	10.7667807110102
128995	8.06028243092275
129008	10.4870762645026
129050	6.1359913007391
129064	7.29521069469359
129119	11.5286037698946
129169	8.16496580927726
129234	6.00777981113018
129286	9.30721246247533
129433	8.67760211610856
129622	10.8257772113276
129630	8.94268927318061
129771	6.61337511116179
129835	8.40415763383363
129932	8.18228282938635
130230	8.47125776186397
130244	7.67344849126218
130359	7.60861433055582
130727	9.76728511190204
130729	5.50364995019116
130799	9.20783075455502
130935	10.8974503078941
130953	8.9109775092215
131146	9.82508020276678
131281	10.4532796046975
131357	10.9363467443765
131467	8.11279296952993
131491	8.99004718212713
131608	9.81066334950882
131615	10.3101239247276
131673	11.1160640057932
131739	9.26147649791564
131849	10.7470432412303
131897	9.58442945822191
131943	8.46289934072469
131983	9.21551355168183
132089	9.45058291001116
132093	7.95422146195449
132119	7.92748450744063
132351	8.38729872491257
132358	9.78899825862123
132413	7.71942522676164
132428	6.94738083707809
132546	9.72371336254679
132580	7.65498047774452
132708	7.51502387648362
132727	9.60655591196648
132763	7.46778881467658
132815	9.65065662998899
132958	8.54611569183679
133056	11.9209474442622
133074	9.85385063097711
133215	8.58742146990407
133227	8.72639876384893
133260	12.5682848248872
133318	10.7667807110102
133365	7.21718480755171
133386	9.62127861165772
133435	12.4721912892465
133470	11.1668805632776
133530	8.66127547489905
133574	8.09532730240416
133678	10.7404560244048
133715	7.02840259440339
133767	9.02932236772961
134316	10.6145222264044
134383	9.51030282759763
134455	6.63474309934743
134494	7.98973155572987
134519	7.84672704160103
134521	10.0950893025014
134532	9.32999637040456
134536	5.75508636844663
134753	10.2826302119853
134845	9.85385063097711
134971	7.83770262568635
134980	6.45085948617728
135044	7.58065851895686
135239	9.57704261361146
135306	12.4892026969563
135348	8.38729872491257
135368	10.7272694558666
135377	8.73450503476907
135387	9.29960542200334
135431	7.14821354111927
135531	8.87117839333316
135624	10.0176772278685
135646	7.19754617303364
135662	10.9428160420404
135707	7.81056681672877
135822	10.6411584595683
135863	4.69900834278044
135894	7.48671860123063
135974	10.9622010280802
136115	8.70203464343817
136140	10.7272694558666
136150	9.34515478230116
136151	7.93640683385204
136170	12.277748156225
136201	10.234338491545
136220	9.80344697240178
136241	10.0599758420171
136267	8.37885654992481
136382	10.2550627891605
136510	8.16496580927726
136526	9.56965006707287
136549	6.68786438841642
136550	7.25630262690053
136646	7.46778881467658
136743	10.3443883060697
136757	8.04270273184568
136817	7.52443530644134
136861	10.8061474994187
136867	10.0388488130792
136930	9.74552358814431
137139	8.68575392825481
137316	12.1677354618822
137377	9.57704261361146
137455	11.5347409030255
137516	9.20783075455502
137577	11.0329879164153
137606	10.9039426827971
137732	10.1719122592166
137780	12.0390964903061
137884	7.2073721792102
137938	9.47302199876582
138032	9.21551355168183
138043	6.84475509630398
138111	9.86820439041531
138194	6.98800914153724
138198	8.27687883708547
138238	10.4938225349106
138312	7.15810726701849
138354	10.0740359129483
138390	9.43559387137826
138393	8.31952146263856
138399	9.60655591196648
138415	8.99004718212713
138461	10.4465071520237
138550	7.66422004716408
138562	8.88711942756174
138715	7.76512974232075
138737	7.18770673415722
138797	10.6278486876808
138855	9.49540806070004
138856	8.68575392825481
139117	9.73825894040485
139188	8.5046092993593
139203	9.74552358814431
139242	7.98973155572987
139259	10.8061474994187
139280	7.61791013650342
139292	10.4938225349106
139377	8.25976014484617
139594	10.9298736175919
139691	10.8584145395545
139719	10.2826302119853
139742	8.79908635802733
139783	10.6078527175924
139793	8.5046092993593
139893	7.36280509024149
139897	11.2803808541709
139937	9.11513211117122
140007	8.01626089787076
140039	10.4329490578589
140072	10.0950893025014
140078	9.42058098379218
140104	7.23677014832994
140112	7.03846473641222
140139	7.8286678069764
140187	8.97428898038545
140242	8.90303191913571
140251	10.6610919615088
140347	11.0777986116683
140379	9.15387062873487
140393	7.65498047774452
140524	7.74688029349042
140559	10.4532796046975
140599	6.75105821172213
140620	10.8584145395545
140726	8.12151171784886
140738	6.7719917757972
140818	9.73098886926057
140936	9.35272477526567
140944	8.33651743839762
141035	11.7715936708378
141055	7.92748450744063
141114	7.89169432687956
141192	10.4600476724863
141196	13.146245821268
141236	9.83228070223291
141237	7.59930715357903
141299	6.11288014027282
141308	10.234338491545
141332	9.40554413305167
141348	9.36028864611399
141370	7.51502387648362
141379	9.65798717159287
141405	8.30249069459879
141417	8.64491799953497
141454	10.4397303059313
141455	6.83440776597923
141523	8.90303191913571
141525	9.62127861165772
141526	10.6011790127999
141595	7.02840259440339
141676	6.75105821172213
141763	8.42098279108372
141765	6.57043066275917
141770	8.43777439856816
141806	7.24654296864798
141854	11.3054483980934
141883	8.5046092993593
141900	7.53383497944593
142085	8.21680738285126
142125	8.09532730240416
142199	10.6743602827126
142228	10.2550627891605
142237	9.83947593239619
142298	9.70185410665739
142317	9.50285836240388
142335	8.61210984323095
142354	8.87915248788099
142371	8.31101044101146
142393	8.43777439856816
142423	9.21551355168183
142427	9.81787442240415
142447	10.1858178190366
142482	11.8793176677765
142528	9.88969596808305
142576	7.33391234927033
142581	8.29396219651364
142621	7.34355589367181
142628	12.7749312192852
142631	8.11279296952993
142634	8.86319712460685
142656	7.40115329281148
142694	10.6743602827126
142761	10.7864820645606
142791	8.81515776202711
142852	8.01626089787076
142854	7.38200409308273
142890	9.00577781039905
142938	7.07857027319264
142985	8.86319712460685
143008	8.37885654992481
143019	10.1997044210118
143057	8.41257441875115
143076	9.43559387137826
143091	10.6677281849722
143132	8.98217153700428
143134	7.96311383081514
143177	9.59181061407772
143202	7.79242377987622
143214	9.34515478230116
143282	8.87915248788099
143292	7.42978455365971
143298	7.27578266900322
143336	6.66666666666667
143350	6.85508680799021
143360	9.26147649791564
143370	8.42938277600622
143381	11.2991867258335
143505	9.83947593239619
143578	8.74260378943872
143603	7.80150057244647
143658	13.0164031741628
143693	10.9233966548794
143700	10.116098876325
143744	8.12151171784886
143814	8.72639876384893
143831	9.95389228851893
143897	8.03389845692213
143917	8.9109775092215
143927	9.32240792151149
143931	10.1927634849096
144091	8.38729872491257
144117	8.47960794404096
144141	6.86540297155116
144172	7.8737382300594
144229	6.58119304616025
144257	8.93477188404704
144362	11.147851499926
144640	8.87915248788099
144667	10.9104311943399
144803	8.52953737226439
144814	8.31952146263856
144841	7.58065851895686
144880	7.09853807103481
144948	10.6345056558798
145004	9.30721246247533
145117	7.65498047774452
145130	8.87915248788099
145138	10.69423189833
145332	8.20818985831693
145378	10.8323125437739
145713	8.25118748021684
145716	7.21718480755171
145790	9.66531215343584
146011	5.42594746325717
146022	9.02148100943964
146044	8.97428898038545
146177	8.81515776202711
146180	9.40554413305167
146196	9.98937864809153
146231	7.30490533112331
146307	7.25630262690053
146341	10.6610919615088
146344	7.67344849126218
146353	10.116098876325
146442	7.09853807103481
146500	8.94268927318061
146599	8.74260378943872
146649	8.17362890541091
146787	6.99812936283048
146809	11.4855520183539
146915	8.99791593390236
147142	6.50548247203185
147258	8.774924061547
147296	8.36194663046912
147322	9.24618090283981
147396	9.73098886926057
147528	10.0529384323821
147623	8.45453265618724
147830	8.67760211610856
147945	9.20014154172789
148029	8.01626089787076
148045	10.6011790127999
148095	8.57917622415271
148112	11.4670517883284
148288	8.62032358839142
148374	10.3443883060697
148670	9.82508020276678
148753	10.7470432412303
148786	9.58442945822191
148814	10.2135721424687
148906	6.58119304616025
148960	8.90303191913571
148985	6.52720367594866
149109	10.8649302404347
149176	11.9860735419312
149275	9.67994548831545
149302	10.0247393910494
149308	8.34500244562036
149411	9.61392008009429
149430	7.15810726701849
149505	10.0880763879332
149708	10.3443883060697
149754	9.5474380833877
149765	11.5837209148678
149788	8.94268927318061
149867	7.30490533112331
149894	12.5175036684305
149932	9.796225279361
150048	11.7052743055251
150068	10.0388488130792
150092	8.09532730240416
150115	11.2489678696152
150149	7.23677014832994
150192	9.27674687349223
150218	7.8737382300594
150272	8.52953737226439
150351	9.88253730194914
150364	9.73825894040485
150380	10.3375445155051
150429	10.8518949265143
150489	11.8315614235117
150541	6.2162037418074
150677	6.40682580094037
150730	9.26147649791564
150733	8.11279296952993
150870	11.147851499926
150877	8.06905791793218
150931	9.47302199876582
150982	7.81962254941289
151020	8.774924061547
151034	11.4051676247737
151079	6.14751429924713
151242	9.32240792151149
151378	7.88272139125829
151400	8.62032358839142
151480	7.17785380734012
151518	9.44309136471172
151839	10.6278486876808
151880	8.74260378943872
151978	8.32802378622958
151987	9.45058291001116
152028	7.39158489412062
152091	11.2489678696152
152184	10.8388439357112
152206	6.87570365697108
152259	9.91114094296032
152262	9.88969596808305
152322	11.355417474297
152346	9.02932236772961
152367	7.45830590442002
152468	6.80327134998826
152483	9.88969596808305
152591	10.7074591537237
152599	11.6203204402356
152691	9.92541185163762
152700	9.36784640967562
152716	8.70203464343817
152727	8.6367276443096
152773	6.63474309934743
152804	12.1502739812829
152848	10.9944333852888
152870	9.82508020276678
152912	8.62032358839142
152944	9.39801668556088
152946	9.21551355168183
152982	7.86474480824374
152999	12.4096166166338
153057	8.62032358839142
153167	10.6809882624153
153222	8.67760211610856
153231	9.68725386647117
153338	8.29396219651364
153418	9.81787442240415
153615	9.89684945615625
153850	7.98973155572987
153877	9.36784640967562
154079	12.1735503895556
154429	7.80150057244647
154552	10.5342094290179
154692	13.4232635995019
154762	10.1997044210118
155042	10.3101239247276
155146	7.84672704160103
155156	8.32802378622958
155296	9.31481329057959
155467	10.2481593465814
155552	7.58065851895686
155725	8.29396219651364
155753	10.7338647651007
155842	10.0880763879332
155916	9.32240792151149
155917	7.94531914079701
155941	9.34515478230116
156045	9.46554821298794
156081	8.15629351175916
156086	10.0388488130792
156151	9.38294367395843
156191	8.67760211610856
156336	8.65310060240754
156452	8.57092304646152
156509	7.12838489393192
156520	8.92684747283471
156530	9.81066334950882
156550	8.11279296952993
156590	9.73825894040485
156592	11.3304604826442
156710	10.081058594814
156720	9.49540806070004
156792	9.91827896401016
156799	11.0008685239055
156966	6.58119304616025
157221	11.14150125646
157244	8.7829855460782
157329	7.18770673415722
157347	8.49628368865157
157355	9.73098886926057
157425	8.30249069459879
157631	6.61337511116179
157635	9.35272477526567
157767	9.55484781526235
157789	7.65498047774452
157897	11.8136030603802
157904	6.93718658237601
157918	5.92474628504116
158029	7.67344849126218
158039	9.29960542200334
